,step,loss,acc,fw_loss_wc,fw_loss_ac
0,0.0,2.3057172143607776,0.078125,0.001306135336498649,0.001965043524907304
1,10.0,2.2996875820000304,0.09375,0.0011603809300387783,0.0018217691639326
2,20.0,2.2950982847465573,0.046875,0.0013326389630908201,0.0020151104908828106
3,30.0,2.282907085740287,0.21875,0.001596265746972782,0.0024652054940632593
4,40.0,2.278216714333638,0.203125,0.0022779727841339874,0.003565386622785927
5,50.0,2.2623910113501378,0.21875,0.0035035360268287005,0.005284960042573717
6,60.0,2.2217169070509835,0.34375,0.0052623630448439,0.009228157452190019
7,70.0,2.205325781293175,0.25,0.0122934284457291,0.01754816875421704
8,80.0,2.0409097870565813,0.484375,0.03066459127413455,0.05074917316867942
9,90.0,1.6009204520892044,0.5,0.12679428307919835,0.20567497672642174
10,100.0,0.9487750157187956,0.703125,0.5060058725845589,0.9560944014181152
11,110.0,1.0405483040749766,0.703125,0.8757376139401457,1.5224720379908814
12,120.0,0.8651612518419167,0.75,0.6992391522342652,1.2906837000845437
13,130.0,0.4461537809594386,0.84375,0.8996880271835903,1.8304608746998936
14,140.0,0.5433728350666637,0.796875,1.0660431915595696,1.6641093023178057
15,150.0,0.6242063018473919,0.828125,0.8334583791875622,1.4430965959520148
16,160.0,0.5347240508115201,0.796875,0.832288466020505,1.57902484352521
17,170.0,0.3603798635950821,0.890625,0.9370748771777608,2.0068687741065125
18,180.0,0.31459315332505283,0.875,0.9266311638933568,1.9286645239523037
19,190.0,0.42312492573889726,0.890625,0.9303102608029283,1.683752397734101
20,200.0,0.3766474888977279,0.859375,0.9773428044124033,2.010672195919288
21,210.0,0.18240015026384904,0.9375,0.9895717156355891,1.9645401561461229
22,220.0,0.3529462188841245,0.90625,0.9558437720782135,1.8894854116531856
23,230.0,0.37266041263508,0.90625,1.044066781842518,1.8636650372406227
24,240.0,0.26139278471617394,0.921875,1.275293406122628,2.3729111568204266
25,250.0,0.17099480554318044,0.9375,1.0819894098168217,2.171002406416201
26,260.0,0.16742354966772152,0.9375,1.1163437883054708,2.036786455679169
27,270.0,0.12163278657012032,0.953125,1.2427668699716774,2.382664110671295
28,280.0,0.20924529356409333,0.9375,1.457090292625293,2.3927116188073025
29,290.0,0.155477168952444,0.953125,1.10656076414383,2.1450684692419313
30,300.0,0.21135197151111038,0.921875,1.081203785426845,2.2703333601272444
31,310.0,0.2885447927254104,0.921875,1.299450883525038,2.66331419425988
32,320.0,0.14715688828532492,0.9375,1.1386821160224694,2.3499834018275862
33,330.0,0.3481795816516844,0.875,1.1534050742251525,1.8610575269881444
34,340.0,0.12310169959704033,0.953125,1.0079901672499787,1.8082341189105493
35,350.0,0.16954876605636673,0.9375,1.0768256882722969,2.12569012012538
36,360.0,0.15760034733286546,0.9375,1.1670245577958835,2.1606347651560203
37,370.0,0.15850398125642592,0.953125,1.1755026885005033,2.31184455094938
38,380.0,0.12215147205123547,0.96875,1.1651871115477592,2.635135169074339
39,390.0,0.12132473871833434,0.96875,1.2342900226297333,2.1613950337945034
40,400.0,0.0625672204622946,0.984375,1.236038708115457,2.314432120641306
41,410.0,0.25096780129920215,0.921875,1.2397480360903503,1.9833817008784749
42,420.0,0.14115648666661884,0.953125,1.1433625359475792,2.029770799692319
43,430.0,0.16735096141819913,0.96875,1.237184032474726,2.2968353063849247
44,440.0,0.2724403483037856,0.9375,1.113236210118079,2.2872651801726125
45,450.0,0.10784405594004275,0.96875,1.0875768892409206,2.286015464400274
46,460.0,0.1977987104305947,0.9375,1.1663211464621703,2.3263143399058985
47,470.0,0.1979593880477929,0.9375,1.0744596158090518,2.1641426991289796
48,480.0,0.0955203701876602,0.96875,1.09146073653613,2.1532812056233825
49,490.0,0.08716030016804766,0.96875,1.2182290818217683,2.3312391324367954
50,500.0,0.3318806887893332,0.90625,1.1662807980295715,1.9881024939235128
51,510.0,0.34620475369315756,0.859375,1.1472111495954218,2.0874648565467586
52,520.0,0.19205225772380546,0.921875,1.2209319354761752,2.1673734141130634
53,530.0,0.0711574372139045,0.984375,1.1065392089619184,2.308407596140092
54,540.0,0.14116283108332775,0.9375,1.2805908504301575,2.3920023690334413
55,550.0,0.06323985039712271,0.984375,1.363991453374149,2.3860173453529345
56,560.0,0.1447631922354666,0.953125,1.2715266444158821,2.3168741132332125
57,570.0,0.17318703340945027,0.96875,1.3014941319627655,2.434641460716217
58,580.0,0.03557107899353357,1.0,1.4121083851188496,2.3963039295483046
59,590.0,0.10383269892294796,0.984375,1.2762248830930853,2.3441835586017583
60,600.0,0.05551575840848097,0.96875,1.3371752253257527,2.6318811865861145
61,610.0,0.35689319089247173,0.890625,1.3736696526928713,2.652395232742398
62,620.0,0.12863037447930203,0.96875,1.3789817633341184,2.683938930481758
63,630.0,0.05286105956493253,0.984375,1.1656750329628947,2.5192196101703965
64,640.0,0.020368968533395246,1.0,1.3245929545888009,2.6498165694062212
65,650.0,0.05615487844901562,0.984375,1.128219851449384,2.404676131545924
66,660.0,0.24716457380420434,0.90625,1.317216546311235,2.2851500741231265
67,670.0,0.017707407279589596,1.0,1.3057978380665538,2.448762951390133
68,680.0,0.058316524569965264,0.984375,1.1424061717216876,2.189941053716853
69,690.0,0.1340004044977651,0.953125,1.238589834127409,2.248262997397256
70,700.0,0.21203591593966048,0.9375,1.4114584129192502,2.307312304481465
71,710.0,0.13863688967934545,0.9375,1.2286128708962312,2.2017423160729575
72,720.0,0.12249160746357843,0.953125,1.183359450339343,2.202519560028042
73,730.0,0.035454181934144666,0.984375,1.1566876387691316,2.3023850972607334
74,740.0,0.1977433951404596,0.9375,1.226119203930664,2.483640125218642
75,750.0,0.15535582880429893,0.9375,1.0790824105691519,2.2112530231687324
76,760.0,0.15578481940907649,0.96875,1.2944109140588738,2.2869263042888046
77,770.0,0.10191862428970132,0.953125,1.2294333102489066,2.284684062922331
78,780.0,0.07888293107912608,0.96875,1.1679327277042395,2.336571662797269
79,790.0,0.08251551673134074,0.96875,1.288796368601552,2.360114544055059
80,800.0,0.2200765089294044,0.921875,1.21636887992777,2.0561546500339807
81,810.0,0.19691963346686872,0.953125,0.9936704765554314,2.259120371378596
82,820.0,0.19736345512479458,0.921875,1.1948503819150516,2.139070352684696
83,830.0,0.08808392626481915,0.96875,1.1734301590069325,2.15507342509566
84,840.0,0.06876252162398709,0.984375,1.1754535787856402,2.1858584709646545
85,850.0,0.04639531252916925,0.984375,1.1760336682339492,2.188738756241096
86,860.0,0.03145243577566438,1.0,1.0612143638149734,2.2190996996688437
87,870.0,0.273680006981881,0.984375,0.19882044366793336,0.4017689634935998
88,880.0,0.12195125383735421,0.984375,0.17099932156938757,0.43633235789356173
89,890.0,0.17106366736287748,0.96875,0.14882242247899827,0.299300789095956
90,900.0,0.2151928903775192,0.9375,0.1486641976211039,0.27799801207962416
91,910.0,0.16464858100234103,0.953125,0.11900149399732089,0.2606042676733548
92,920.0,0.1711249225916179,0.9375,0.10622480384885853,0.23055748302682474
93,930.0,0.13550188307943167,0.984375,0.10508018967479953,0.23216767474777494
94,940.0,0.1903437119331513,0.953125,0.10814309953919501,0.22005621990161695
95,950.0,0.11636066567276515,0.984375,0.08275536355766978,0.19429009578801282
96,960.0,0.09503404464566285,0.984375,0.085533701438824,0.20101314566553102
97,970.0,0.08132673662983216,1.0,0.08135267610878366,0.19451926641451925
98,980.0,0.1834616876391509,0.953125,0.08245312011617056,0.174718141553005
99,990.0,0.13923648418602552,0.96875,0.08700727464864626,0.17036556701796918
100,1000.0,0.14670325181785027,0.984375,0.08148443186010572,0.1840190309006113
101,1010.0,0.1373467734374529,0.984375,0.06313311740370582,0.15533069426100143
102,1020.0,0.07632444181925008,0.984375,0.08335995177958892,0.18997568409483465
103,1030.0,0.08806195935166718,0.984375,0.06670250094648239,0.1531405711705839
104,1040.0,0.15166207052800093,0.96875,0.06627788602328265,0.1529789596932789
105,1050.0,0.18345216290223815,0.953125,0.05781612797936892,0.1461735085562809
106,1060.0,0.11728747043725707,0.953125,0.06643145743635241,0.14316350256752303
107,1070.0,0.1325379023799692,0.984375,0.06158787519286177,0.1412395621137623
108,1080.0,0.04429868013301728,1.0,0.07076002234245332,0.14922319878725598
109,1090.0,0.20317401711226363,0.96875,0.05805305947007747,0.13522604783048045
110,1100.0,0.14500907901612284,0.96875,0.05136301799617276,0.12628065508783579
111,1110.0,0.08115485822377956,0.953125,0.0622722016307267,0.13358351885142897
112,1120.0,0.05652450459505948,1.0,0.06560551718909072,0.1416593878973866
113,1130.0,0.18603763878488297,0.921875,0.05849565862805796,0.13307460900251378
114,1140.0,0.11717292750156733,0.953125,0.04731112405889812,0.11820809354913824
115,1150.0,0.14049579935717932,0.921875,0.05832773678089023,0.13745354301708734
116,1160.0,0.05739635162283042,1.0,0.04949627431925452,0.11479805711523033
117,1170.0,0.14092175455139289,0.953125,0.0615905938880728,0.11566255995641209
118,1180.0,0.09719894459988912,0.984375,0.06008246338943436,0.12220157894091857
119,1190.0,0.10720830191863612,0.96875,0.04207899818703018,0.10324992459381137
120,1200.0,0.03903982227863087,1.0,0.054153282281288455,0.1157981468239904
121,1210.0,0.18955429586230094,0.96875,0.04998977989491838,0.11160376712498128
122,1220.0,0.14478013506611265,0.953125,0.05630434974746975,0.11913615224025846
123,1230.0,0.03437819988259451,1.0,0.04247267931792937,0.10933256529867107
124,1240.0,0.08847689395059026,0.96875,0.04296155373456465,0.10490431288025943
125,1250.0,0.10084236446889194,0.96875,0.05250701002894516,0.11334259405317182
126,1260.0,0.11375332192000365,0.953125,0.053404740582206824,0.11037157796013244
127,1270.0,0.10693886567130555,0.984375,0.04940691603724307,0.10485398109230197
128,1280.0,0.05493839669550218,0.984375,0.043754658191702066,0.10312837704490445
129,1290.0,0.11307238032397775,0.984375,0.048112637486519,0.1031361966936963
130,1300.0,0.1272487141166695,0.953125,0.047829235340965025,0.1055104963493661
131,1310.0,0.06405128850285498,0.984375,0.044653730462577985,0.1153189778936487
132,1320.0,0.09668033442286404,0.953125,0.040192659435278694,0.09283522576270534
133,1330.0,0.0754970058053407,0.984375,0.044083518584038056,0.08982258132605174
134,1340.0,0.08223977061206073,0.984375,0.04524154632962719,0.1011459950132567
135,1350.0,0.27944711372457853,0.90625,0.04248973894243588,0.09925256986648881
136,1360.0,0.06480132367692762,1.0,0.043400234855129304,0.09389906739296434
137,1370.0,0.031846618554707426,1.0,0.043288607420724476,0.09000903693432388
138,1380.0,0.08828541899155372,0.96875,0.037432317380141064,0.08705893884263925
139,1390.0,0.03634604160430788,1.0,0.03318071074675085,0.09120270381490675
140,1400.0,0.061337968088203826,0.984375,0.04427847285238037,0.1101861336796442
141,1410.0,0.057408137229468754,0.984375,0.039810674864254623,0.10061338164805027
142,1420.0,0.0730251370561967,0.984375,0.047332414945911686,0.09114318491203743
143,1430.0,0.10795662042909447,0.953125,0.03911444501159986,0.08565353136214868
144,1440.0,0.08610027149821954,0.953125,0.040376978728236076,0.08956260509247951
145,1450.0,0.08235906427100949,0.984375,0.04035483235694443,0.08901355523985957
146,1460.0,0.11304597693392042,0.96875,0.04021002248574014,0.08314382561355323
147,1470.0,0.029528035716943277,1.0,0.03630175886025203,0.08909117147476625
148,1480.0,0.10941599082876632,0.96875,0.03916131727565689,0.08193093690249693
149,1490.0,0.03609692023126426,1.0,0.04012264712974637,0.08523818787762655
150,1500.0,0.040248621259399715,1.0,0.03544141035265849,0.0865066283126319
151,1510.0,0.06746757194708222,0.96875,0.042636227209141925,0.08992991788551473
152,1520.0,0.04602964441347659,0.984375,0.03650227088488321,0.07808300632803705
153,1530.0,0.03472047007455971,1.0,0.04045008203867791,0.08751310131528856
154,1540.0,0.09106554385571218,0.984375,0.04152716457747417,0.0915625424776329
155,1550.0,0.09199415281959976,0.96875,0.03793627283018983,0.08204756844736738
156,1560.0,0.04383980461991256,0.984375,0.03899561527590029,0.08667619070792482
157,1570.0,0.046381466704535065,1.0,0.029776695362292216,0.06846934315189596
158,1580.0,0.08603426689482649,0.984375,0.03836983675867875,0.08556429269253311
159,1590.0,0.1460334105479109,0.96875,0.04657048876894092,0.09980528814719253
160,1600.0,0.09678322199744126,0.984375,0.03224931957001073,0.07672942102859352
161,1610.0,0.06165344515845604,0.984375,0.03793754133028121,0.08578310435640615
162,1620.0,0.12912352521273074,0.96875,0.03501723586285594,0.0815622102853263
163,1630.0,0.08496126043739727,0.984375,0.0355243345298192,0.07813773179576394
164,1640.0,0.07022851675234312,0.96875,0.035987558560679915,0.08700581920041366
165,1650.0,0.029331059738135212,1.0,0.034312736435247945,0.0796735607908897
166,1660.0,0.0759605101387103,0.984375,0.026683036946118985,0.06781543433338302
167,1670.0,0.05673622067303388,0.984375,0.031358348792341485,0.0725084813354645
168,1680.0,0.14997244096632084,0.9375,0.03298717995377913,0.07669213459109364
169,1690.0,0.20355456668813066,0.921875,0.03320302555061205,0.0691632425319452
170,1700.0,0.09784916904155391,0.953125,0.03833169268671113,0.0801998925084115
171,1710.0,0.21042058005303768,0.96875,0.034331790546604235,0.07317408922753588
172,1720.0,0.05160452947008142,0.984375,0.03158097851167007,0.07125742564068616
173,1730.0,0.15555796949180128,0.9375,0.031878446790033856,0.07589897343400148
174,1740.0,0.20038249708571304,0.9375,0.03680871899021547,0.0854652204756266
175,1750.0,0.08734357028528182,0.96875,0.031234726364557343,0.07213372786630871
176,1760.0,0.09618365013250363,0.953125,0.03287051118581441,0.07516126600017776
177,1770.0,0.06179592479827922,0.984375,0.032725511963611884,0.07369330374603922
178,1780.0,0.14020147147092935,0.953125,0.032753523350206315,0.07386960637341676
179,1790.0,0.020660004077439738,1.0,0.03281191044155175,0.07334663751628842
180,1800.0,0.05210806931245298,0.984375,0.02988895098081007,0.07642563170738427
181,1810.0,0.07013077384943685,0.984375,0.029625815703116527,0.07555697717016173
182,1820.0,0.12328790561788781,0.96875,0.034879735745620005,0.07644095880546861
183,1830.0,0.07596932186921293,1.0,0.029520832044409497,0.06765623597964501
184,1840.0,0.07422159772411928,0.96875,0.026942075176153824,0.06784248321729712
185,1850.0,0.11549062787140633,0.953125,0.03141362022504225,0.06556888633450726
186,1860.0,0.019180310439694634,1.0,0.034598950417595704,0.07757370485766746
187,1870.0,0.06978100764902727,0.96875,0.029582969333049776,0.07537265079161455
188,1880.0,0.08025671172868572,0.984375,0.026976090952621542,0.06850329463241157
189,1890.0,0.10768651759870639,0.96875,0.03413685710493472,0.06633483058458796
190,1900.0,0.02479034553013444,1.0,0.030366302843511717,0.07000229723166917
191,1910.0,0.03987772168339691,1.0,0.030743661449640882,0.0691117151688646
192,1920.0,0.05770629046715647,1.0,0.02608871082778773,0.05920687441292628
193,1930.0,0.030331329636763882,0.984375,0.031831806890432364,0.07559522956258163
194,1940.0,0.12171096695605545,0.96875,0.03277523688202651,0.06681439644412475
195,1950.0,0.044254694506787984,1.0,0.030370032368259938,0.07083799916755
196,1960.0,0.02052901555914005,1.0,0.030287970504056762,0.07255473441462096
197,1970.0,0.09380146614891746,0.96875,0.03177290745098407,0.07150569601458133
198,1980.0,0.02580176871371731,1.0,0.027056432253432988,0.06284181431178236
199,1990.0,0.06688855440095626,0.984375,0.024991771932523728,0.06419116859045397
200,2000.0,0.03055341446328491,0.984375,0.0267533903198877,0.07389727667034901
201,2010.0,0.08246858858513942,0.984375,0.026125212577337728,0.06397967890952959
202,2020.0,0.08477002910673621,0.96875,0.031058846694279347,0.06911441112259381
203,2030.0,0.05084729800665917,0.984375,0.02664301715712923,0.07018646710798761
204,2040.0,0.12910283789397314,0.96875,0.029068007677216026,0.07234047491745504
205,2050.0,0.083571438656006,0.953125,0.026782604856313983,0.06417474730481848
206,2060.0,0.054022785585376085,0.984375,0.02509053693069829,0.06306129248241661
207,2070.0,0.008230686569867612,1.0,0.026327463103590465,0.06762675638878385
208,2080.0,0.11800291852240995,0.953125,0.026857797944882657,0.06436461195269068
209,2090.0,0.0797962490413264,0.984375,0.026342823367296743,0.06161704117084213
210,2100.0,0.08443667059141097,0.96875,0.02851717570515135,0.060943927966282056
211,2110.0,0.03416440045856761,1.0,0.029410893682756938,0.06788826744996934
212,2120.0,0.03343464839798599,0.984375,0.02754375055328349,0.06403308425881939
213,2130.0,0.0448650452323234,0.984375,0.027255152394161423,0.06179451334321578
214,2140.0,0.06486110731863517,0.984375,0.02758508779808136,0.06046078095351526
215,2150.0,0.06326674708113705,0.96875,0.027326692618326168,0.06547705947298464
216,2160.0,0.028913487766003214,1.0,0.027007766039608794,0.060142402746252946
217,2170.0,0.0507251428932426,1.0,0.030085307486804762,0.06785159650095204
218,2180.0,0.06767495560818756,0.96875,0.02755223459880885,0.06194404005858266
219,2190.0,0.06510422233111238,0.96875,0.025436205878080497,0.06461983600459562
220,2200.0,0.0461562117029597,0.984375,0.031136895370891125,0.06742369991229992
221,2210.0,0.06447067659817986,0.984375,0.025101842690255276,0.06364884590273989
222,2220.0,0.060889792501528296,0.984375,0.026934707960063673,0.06210033139678085
223,2230.0,0.08659511129972071,0.984375,0.02334827442122045,0.0537999775317536
224,2240.0,0.10654281715972365,0.96875,0.027751832945483654,0.06250894547471327
225,2250.0,0.06202496435119177,0.984375,0.023657820126381804,0.053854351074317144
226,2260.0,0.0342951277283049,0.984375,0.02426290283506289,0.05453125567519755
227,2270.0,0.04982793089209381,0.984375,0.025722749866270347,0.05885872166728796
228,2280.0,0.06726028423791906,0.953125,0.025600399206229422,0.06130985683574797
229,2290.0,0.05875292885764586,0.984375,0.02335942937876989,0.055791260936409154
230,2300.0,0.04933307062141461,0.984375,0.02384814448064312,0.05431153135361807
231,2310.0,0.04211228322300059,0.984375,0.026128917150441675,0.05633834926030337
232,2320.0,0.03170470397072582,1.0,0.022283785359383898,0.05735071977535273
233,2330.0,0.15795417490520686,0.96875,0.027731786440912756,0.0592981730219742
234,2340.0,0.031234347468546732,1.0,0.02403952595695675,0.06113182982627639
235,2350.0,0.09151437410057628,0.953125,0.025618738550201102,0.06217035513421508
236,2360.0,0.1392477596053745,0.953125,0.026630153860290457,0.05903072212649341
237,2370.0,0.12289285706420985,0.953125,0.02503130876969989,0.0546793336859548
238,2380.0,0.03995313485237294,1.0,0.023228775441790764,0.05366786565409689
239,2390.0,0.035274067500019754,0.984375,0.023431544638825914,0.05880277879771372
240,2400.0,0.08160849188306937,0.953125,0.02403474159113358,0.0612636441619147
241,2410.0,0.04918876947133362,0.984375,0.021909688005516428,0.05651170036077583
242,2420.0,0.0443604445014223,0.984375,0.022778672205063126,0.05140376374764109
243,2430.0,0.05214061502015534,0.984375,0.02481664137753589,0.05581243330948401
244,2440.0,0.048065092363543935,0.984375,0.02374590388972886,0.05039794362017937
245,2450.0,0.11456564563716408,0.984375,0.023954622344248087,0.05266919563252607
246,2460.0,0.050594500036347606,1.0,0.025739737385559965,0.054788621232205265
247,2470.0,0.19820604544570913,0.921875,0.023440871824475806,0.05369839920998349
248,2480.0,0.06275737139940898,0.984375,0.025483821011671612,0.05541872946865739
249,2490.0,0.0769946788853477,0.953125,0.02287189663200794,0.05042426914496313
250,2500.0,0.12308258137853607,0.96875,0.020595871681247126,0.0545019790197666
251,2510.0,0.042008144779424536,1.0,0.022363707136233354,0.05295060544351487
252,2520.0,0.07524662269184237,0.96875,0.024473199379093855,0.06277848974645177
253,2530.0,0.04538812002889687,0.96875,0.02709499480401671,0.06457730068016863
254,2540.0,0.03548973251572583,0.984375,0.02359056462248361,0.05567288907691189
255,2550.0,0.08176144507584832,0.96875,0.023350696056390025,0.04995739424256307
256,2560.0,0.04452611740289407,0.984375,0.022866494664873855,0.051288816876859364
257,2570.0,0.08130749137029183,0.953125,0.02317058868303226,0.054338390269955
